name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,power_diversity_score,alignment_encoded,lore_depth_score,nlp_ability,nlp_able,nlp_battle,nlp_black,nlp_body,nlp_control,nlp_death,nlp_earth,nlp_energy,nlp_eventually,nlp_father,nlp_fight,nlp_force,nlp_form,nlp_help,nlp_hulk,nlp_human,nlp_later,nlp_life,nlp_man,nlp_men,nlp_new,nlp_power,nlp_powers,nlp_sonic,nlp_team,nlp_time,nlp_use,nlp_used,nlp_world,power_tier
Absorbing Man (MCU),8.0,-0.5,-0.2727272727272727,-0.25,-0.2727272727272727,0.4166666666666667,0.2857142857142857,0.1111111111111111,0.0,0.1707437202429814,2.4973019579795213,2.142582213542376,0.0,0.0,0.0,0.0,3.032547777195179,0.0,0.0,0.0,0.0,4.043780367103602,0.0,0.0,0.0,0.0,0.0,0.0,1.870950641800152,0.0,0.0,0.0,2.7705533863385217,2.660023324546303,0.0,10.895675781551518,0.0,0.0,4.762923139062829,0.0,1
Absorbing Man,13.0,-0.75,0.9090909090909092,-0.375,0.8181818181818182,0.4166666666666667,-0.2857142857142857,0.3333333333333333,-1.0,1.7918240026268264,0.9132482778621628,0.1958823511954057,1.4613981154595934,0.0943044939239917,2.1132340188205654,0.5627158835652984,0.0,1.9388948037535243,4.931889044683386,1.7517708757057724,0.0,1.478786113353327,0.0,4.711331135476627,0.0,0.2685708293303775,1.0772379733097444,0.2078664558212274,0.0,5.239990551021989,0.0,0.8318880371745531,2.786230366321551,0.4863772505469315,0.0,0.996120744615217,1.0465423858728913,0.4083805830047365,2.1772153645860013,0.0,1
Ace Morgan,7.0,0.0,-0.1818181818181818,0.625,0.0,0.0833333333333333,0.4285714285714285,0.2222222222222222,2.0,-0.3572483992776227,0.0,2.295251101859107,0.0,0.0,0.0,0.0,0.0,0.0,14.44735027808097,0.0,0.0,0.0,14.208047630379257,0.0,0.0,0.0,0.0,0.0,0.0,3.411087775836169,0.0,0.0,0.0,0.0,0.0,0.0,2.043809757624003,0.0,0.0,0.0,1
Achilles Warkiller,19.0,0.25,1.2727272727272727,0.875,0.8181818181818182,0.4166666666666667,0.7142857142857143,1.1111111111111112,0.0,-0.3355770809390904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Acidicus,10.0,-0.5,0.6363636363636364,0.5,-0.0909090909090909,0.4166666666666667,-0.1428571428571428,2.3333333333333335,1.0,-0.2006238712855032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89450547297992,0.0,0.0,0.0,0.0,0.0,8.414258857626395,0.0,2
A'dal,7.0,0.0,0.0,0.75,0.0,-0.1666666666666666,0.7142857142857143,-0.6666666666666666,2.0,-0.1162370710884912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Adam Monroe,8.0,-0.25,-0.3636363636363636,-0.75,0.8181818181818182,0.4166666666666667,-0.2857142857142857,-0.5555555555555556,0.0,-0.3572483992776227,5.674763001386418,1.2171782264844755,0.0,0.0,6.565630899051116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8089096073245263,0.0,0.0,0.0,0.0,0.0,0.0,2.167676324426098,0.0,0.0,0.0,1
Adam Strange,7.0,0.25,-0.3636363636363636,-0.125,-0.2727272727272727,-0.3333333333333333,-0.1428571428571428,0.3333333333333333,0.0,0.352323099655229,0.0,2.341797520831481,2.9118656026997067,0.0,0.0,0.0,0.0,8.69239689705428,0.0,0.0,0.0,2.209883657816275,0.0,0.0,4.387114607136562,0.0,0.0,1.8638017205308868,0.0,0.8700656858765401,0.1446173729025922,0.0,0.0,0.0,0.0,0.0,1.0426285428157218,0.0,1.3014438289076682,0.0,1
Agent 13 (MCU),9.0,0.5,-0.1818181818181818,0.75,-0.0909090909090909,-0.5,0.7142857142857143,-0.4444444444444444,0.0,-0.259399113446068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.93706384706402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Agent 13,9.0,0.25,0.4545454545454545,0.75,0.2727272727272727,-0.1666666666666666,0.4285714285714285,0.2222222222222222,0.0,1.7629289115087834,0.0,0.6305346183681421,0.0,0.0,1.1337308657024567,0.0,7.139521063102867,0.0,3.968870546077552,0.0,0.0,0.0,11.709393211646296,0.0,0.0,0.0,0.0,2.007332395076692,2.202387645069951,0.0,0.0,2.0083517077105952,0.0,0.0,0.0,0.0,1.122920977575587,2.6291097026600356,0.0,5.4921233605683275,1
Agent Bob,2.0,-1.25,-0.3636363636363636,-0.625,-0.9090909090909092,-1.1666666666666667,-1.5714285714285714,-0.7777777777777778,0.0,0.8596289607617796,0.0,2.9906213064499596,2.4790891713133023,0.0,0.0,0.0,2.821891559317131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.735079086678673,0.0,0.0,2.115725239772672,0.0,1.4815041038899588,0.0,0.0,0.0,0.0,0.0,0.0,3.55067092080099,0.0,0.0,2.894344763826613,2
Agent Carter,8.0,0.5,-0.3636363636363636,-0.625,-0.6363636363636364,-0.8333333333333334,0.0,-0.6666666666666666,0.0,-0.2630109998358233,0.0,2.366612429748078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.291138664631762,0.0,8.933202954332613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1073535581861074,0.0,0.0,6.871273483481693,1
Agent Coulson (Destroyer Gun),10.0,0.75,-0.3636363636363636,-0.75,-0.8181818181818182,-0.25,-0.7142857142857143,-0.3333333333333333,0.0,-0.2206534230832375,0.0,0.0,0.0,0.0,5.5330959803635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2672077348811372,0.0,0.0,0.0,0.0,0.0,0.0,6.840742563230152,0.0,1
Agent Coulson (MCU),8.0,0.5,-0.3636363636363636,-0.375,-0.4545454545454545,-0.5833333333333334,0.0,0.1111111111111111,0.0,0.018716138565096,0.0,1.9699445259082031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.404290925372227,18.97911841775059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Agent May (MCU),7.0,0.5,-0.3636363636363636,-0.375,-0.5454545454545454,-0.75,-0.4285714285714285,-0.3333333333333333,0.0,-0.2472500410441635,0.0,4.357354296182587,0.0,0.0,0.0,0.0,0.0,7.188372298834294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0281082445215786,0.0,0.0,1
Agent Zero (FOX),6.0,0.25,-0.3636363636363636,-0.375,-0.5454545454545454,-0.6666666666666666,0.1428571428571428,-0.4444444444444444,2.0,-0.2364143818748973,0.0,1.4056465592944334,0.0,0.0,0.0,0.0,0.0,0.0,8.84777625979878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.444408167942637,0.0,0.0,0.0,0.0,1
Agent Zero,8.0,0.25,0.0,0.0,0.4545454545454545,-0.0833333333333333,0.5714285714285714,-0.3333333333333333,0.0,1.5347233623378755,0.0,0.7059865051479365,1.7556921997086608,0.0,0.6346984513928017,0.0,0.999232511772097,0.0,8.887597808543873,0.7892024158966603,3.400857563833995,0.0,0.0,1.698027506118588,1.3225924451726692,0.0,0.9706278632919402,2.247536520576921,1.2329663679275695,0.5246009762646113,0.3487847698905273,1.124338903789308,0.4564523335870183,0.8764847195308324,0.0,16.15569292011531,0.3143233667992795,0.7359294464415047,0.0,0.0,1
A.I.M. Agent,7.0,0.25,-0.4545454545454545,-0.5,-0.5454545454545454,-0.8333333333333334,-0.1428571428571428,-0.5555555555555556,-1.0,-0.294532917419143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15904584006148,1
Air-Walker,15.0,-0.5,1.0,1.5,0.5454545454545454,0.4166666666666667,-1.0,-0.4444444444444444,-1.0,1.316696765719915,0.0,0.0,2.4891243924897877,0.0,2.399575350773483,0.0,0.9444381421122652,1.651209995223248,10.50029180302614,0.7459253523467737,0.0,0.0,8.261093872507276,0.0,7.500396976527648,0.0,0.0,0.0,2.330709723900596,0.0,0.0,1.0626841429690232,3.882798947545139,0.0,0.0,0.0,0.2970869873278209,1.3911473674736594,2.225003500838743,1.937373945044335,1
Ajax (FOX),7.0,0.0,-0.0909090909090909,0.125,0.3636363636363636,-0.5,-0.2857142857142857,-0.1111111111111111,2.0,-0.3079954030536858,0.0,3.1373326755121496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.626744248121964,0.0,0.0,0.0,0.0,0.0,0.0,3.89500950814204,0.0,0.0,0.0,0.0,0.0,0.0,1
Ajax,6.0,-0.25,0.3636363636363636,-0.125,0.4545454545454545,-0.6666666666666666,-0.5714285714285714,-0.5555555555555556,-1.0,0.5243802331308488,0.0,0.0,3.4421157274754983,0.0,2.4887113152362765,0.0,7.836166145173573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4687997525680827,0.0,2.0570089351072625,0.0,1.469545601211854,0.0,0.0,0.5898226414765416,0.0,0.0,0.0,0.0,0.0,1
Akita,5.0,-0.25,-0.3636363636363636,0.125,-0.7272727272727273,-0.0833333333333333,-0.1428571428571428,0.6666666666666666,0.0,0.2134296503037268,0.0,0.7481547503596027,0.0,0.0,0.0,0.0,2.117832408820335,0.0,0.0,0.0,0.0,2.8240442508458465,4.631222404988194,17.99449898376863,0.0,0.0,0.0,0.7939269434637725,0.0,0.0,0.1848087608926738,1.5886601906227908,0.967432037852606,0.0,0.0,0.0,1.998586530805946,0.0,0.0,0.0,1
Alex Danvers (CW),8.0,0.5,-0.1818181818181818,0.0,0.0,-0.6666666666666666,0.7142857142857143,-0.4444444444444444,0.0,-0.3572483992776227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Alex Mercer,14.0,-0.5,0.9090909090909092,0.0,0.6363636363636364,0.4166666666666667,-0.7142857142857143,1.0,-1.0,1.2930553275324248,2.551475020754742,1.094530234980019,1.814631660225131,0.0878240767688581,5.248044753103578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.516902369676882,12.28521793930084,4.100977594449338,0.0,3.0096369705096944,0.7743291465379278,0.0,0.0,0.0,0.3873611733646435,0.4717756654885709,0.9059087475743868,0.0,0.0,1.2995014343338278,1.5212699280959523,1.6220811659376733,0.0,1
Alfred (DCEU),7.0,0.5,-0.3636363636363636,-0.75,-0.8181818181818182,-1.0,-1.5714285714285714,-0.5555555555555556,0.0,-0.1388934493515022,0.0,2.588036791584403,0.0,0.0,0.0,0.0,0.0,6.4042664595650844,0.0,0.0,12.467015210575669,0.0,0.0,0.0,0.0,0.0,0.0,2.7463731781784326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Alfred Pennyworth,5.0,-0.25,-0.3636363636363636,-0.625,-0.8181818181818182,-1.1666666666666667,-0.5714285714285714,-0.8888888888888888,0.0,0.7972418322114595,1.9410292686810464,0.0,0.0,0.0,0.0,0.0,2.3570493649762168,0.0,0.0,0.0,12.033219095814038,6.286060861471719,5.154336000940434,0.0,0.0,0.0,0.0,2.6508117310913435,1.45419737664798,1.2374601340557927,0.0,0.8840525996946609,0.0,0.0,0.0,4.234334884188676,1.4828894844454494,0.0,3.701984530889064,2.4175675585672183,1
Alien,6.0,-0.5,0.0,0.0,0.6363636363636364,-0.3333333333333333,-0.4285714285714285,0.1111111111111111,-1.0,0.8001970119848958,0.0,1.5517026055955134,0.0,0.0,4.185051273411836,0.0,0.0,0.0,0.0,0.0,0.0,2.928589854069812,0.0,7.464260821996724,0.0,0.0,2.1333634192031865,0.0,4.064944113890557,0.0,0.0,0.0,1.0032461954902556,0.0,0.0,0.0,2.0725738397497833,0.0,5.174112011960456,0.0,1
Alita,10.0,0.5,0.3636363636363636,0.0,0.8181818181818182,0.0833333333333333,0.7142857142857143,0.4444444444444444,0.0,-0.3185027089147923,0.0,0.0,12.276032918762274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
All-father Hercules,50.0,0.75,1.2727272727272727,1.5,0.8181818181818182,0.4166666666666667,0.7142857142857143,1.8888888888888888,2.0,-0.3572483992776227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.462079265441195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.542658461052739,0.0,0.0,0.0,0.0,0.0,0.0,2
Allan Quatermain,7.0,-0.25,0.1818181818181818,-0.5,0.3636363636363636,0.4166666666666667,0.2857142857142857,0.0,0.0,0.5332457724511575,0.0,0.0,5.747226666651247,0.0,0.0,0.0,0.0,0.0,0.0,5.16687967376005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4345436183398905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.818103469462766,5.137388670488179,0.0,1
Altaïr Ibn-La'Ahad,8.0,0.25,-0.3636363636363636,0.0,-0.2727272727272727,0.1666666666666666,0.7142857142857143,0.2222222222222222,0.0,-0.2259070760137908,0.0,0.0,0.0,0.0,0.0,0.0,9.795997513570097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.047513702731107,1
Alucard,34.0,-0.25,0.7272727272727273,1.5,0.5454545454545454,0.4166666666666667,0.1428571428571428,0.4444444444444444,-1.0,-0.220325069775078,0.0,2.5615745398833374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.32211662964727,0.0,0.0,7.043578323891609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34043673472193,0.0,0.0,1
Amadeus Cho,9.0,0.75,-0.3636363636363636,-0.5,-0.6363636363636364,-0.9166666666666666,-1.1428571428571428,-0.3333333333333333,0.0,0.2511902807420785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.740709395809811,0.0,0.0,6.885216807115341,0.0,4.387184329762355,0.0,0.6252318612233946,0.0,0.0,1.5928042122416786,1.3554086574881437,0.2252883229820637,0.0,0.0,2.2645687498852975,0.0,0.0,0.0,1.901416863746239,0.0,5.295996062846487,1
Amanda Waller,6.0,0.0,0.1818181818181818,-0.625,-0.2727272727272727,-0.0833333333333333,0.0,0.4444444444444444,1.0,3.1528484649482844,0.0,0.2272127756361932,0.0,0.2734700917243641,0.4085392448195112,3.2635976906336817,2.572722179250023,0.5622528871781315,0.0,1.5239685473910964,0.0,0.0,2.812981931131537,1.0929771035523177,3.405276427375011,0.0,0.6247684603608004,1.687795754461766,0.3968145406181604,0.337672301239135,0.0,0.7237083463293456,0.8814202614668251,0.2820854569813343,0.0,17.33168081796974,0.6069658620696624,2.8421943645510814,1.5152701908867665,1.319388929689211,1
A.M.A.Z.O. (CW),22.0,0.25,1.2727272727272727,1.5,0.8181818181818182,0.4166666666666667,0.7142857142857143,0.4444444444444444,2.0,-0.2896076177967493,6.013557172712577,0.0,0.0,0.0,4.638407721664735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.093396503609838,0.0,0.0,0.0,0.0,0.0,0.0,3.2026968728783873,0.0,0.0,0.0,0.0,0.0,0.0,1
Amazo,35.0,-0.25,1.2727272727272727,1.125,0.8181818181818182,0.4166666666666667,0.7142857142857143,1.6666666666666667,-1.0,0.5742899359711049,2.542315930342813,0.7270674492196133,0.0,0.0,1.9609521458817587,0.0,0.0,0.0,0.0,0.0,3.502408071635699,0.0,0.0,1.7487310572879609,0.0,0.0,0.9996110684258416,0.0,0.0,0.0,0.0,0.3859706537710524,1.8803284847599813,5.867269105437285,0.0,0.0,1.6185457290078418,0.7579044946726072,0.8081291713474299,0.0,1
Ammo,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.1666666666666667,-2.142857142857143,-0.7777777777777778,-1.0,-0.0032835330815957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593548814789718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3628060726393105,2.6567785826839123,0.0,0.0,10.44823687680311,0.0,0.0,0.0,0.0,1
Amygdala,4.0,-0.75,0.0,0.125,0.0909090909090909,-0.3333333333333333,-1.1428571428571428,-0.4444444444444444,-1.0,0.5733048760466262,0.0,0.0,0.0,0.0,0.0,0.0,3.320918544811062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.395595346083669,0.0,0.0,2.489872851877467,0.0,1.7434952227620106,0.0,0.0,0.0,0.0,0.0,17.897649642969352,1.04464404988181,2.4458388989224025,0.0,0.0,1
Anacondrai Serpent,6.0,-2.5,0.8181818181818182,0.75,0.2727272727272727,0.4166666666666667,-0.8571428571428571,1.2222222222222223,-1.0,-0.1940568051223116,0.0,0.0,6.498890399734475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79144675373089,0.0,0.0,2.773168994552648,0.0,0.0,0.0,0.0,3.379218395089209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ancalagon,13.0,0.0,1.2727272727272727,0.125,0.4545454545454545,0.25,-0.2857142857142857,0.1111111111111111,2.0,-0.0499097028402561,0.0,0.0,0.0,0.0,0.0,0.0,10.14256503831439,0.0,0.0,8.010684938014084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Ancient One (MCU),37.0,0.75,0.5454545454545454,1.125,0.5454545454545454,0.4166666666666667,-0.4285714285714285,-0.1111111111111111,0.0,-0.053849942538171,1.8251755389030304,0.7829627157722995,1.9471215422964565,0.0,0.0,0.0,0.0,7.749969978812795,0.0,0.0,0.0,2.955433157432512,0.0,0.0,2.933598773294756,0.0,0.0,0.8308644641772509,2.7348021211430655,0.0,0.0,1.6625727453999242,2.0248837966159536,2.916152864110261,0.0,0.0,0.0,0.0,1.7405125518193338,0.0,2
Ando Masahashi,,-4.25,-0.5454545454545454,-1.0,-1.0,-1.25,-2.142857142857143,-0.8888888888888888,0.0,-0.2068625841405352,8.846102960461122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.962055032279747,0.0,0.0,0.0,0.0,6.084788597001552,0.0,0.0,0.0,0.0,2.2091337357665104,0.0,0.0,1.3430023004712963,0.0,0.0,0.0,0.0,1.1263605749492605,0.0,2.811921905444509,3.6726307844374273,0
Angel Dust,4.0,-0.75,0.4545454545454545,-0.375,-0.2727272727272727,-1.0,-1.2857142857142858,-0.4444444444444444,0.0,0.7282876374979478,0.0,1.29139316092937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7754761250004931,2.740801484115084,3.3830200512060937,0.0,0.0,1.3710966242110485,0.0,4.008172834068662,0.0,6.56712311857391,1.724884441466026,2.6923298027118787,0.0,0.0,2
Angel Of Death,14.0,0.0,0.0,0.25,-0.2727272727272727,0.4166666666666667,-0.5714285714285714,1.2222222222222223,-1.0,-0.1707437202429814,0.0,0.0,0.0,0.0,0.0,0.0,8.777304179770763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.415216542311486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.761030859888776,0.0,0.0,0.0,1
Angel Salvadore (FOX),3.0,-1.0,-0.3636363636363636,0.5,-0.6363636363636364,-0.25,-0.5714285714285714,-0.5555555555555556,-1.0,0.1618781809226728,4.975887696935018,1.0672766705255528,2.6541715906879753,0.0,1.9190135931799088,0.0,0.0,0.0,6.717922884436192,0.0,0.0,0.0,0.0,10.26798744721786,0.0,0.0,0.0,3.3977183374960904,0.0,0.0,0.2636380760994714,1.1331478935537176,0.0,1.3250277256098115,0.0,0.0,0.0,0.0,0.0,0.0,1
